;"Temp Consigna clima";"Temp aigua retorn Clima";"Temp aigua impulsió Clima"
"Ju 03:00";55;21,2;22
"Ju 03:05";55;21,2;22
"Ju 03:10";55;21;21
"Ju 03:15";55;21;21
"Ju 03:20";55;21;21
"Ju 03:25";55;21;21
"Ju 03:30";55;21;21
"Ju 03:35";55;21;21
"Ju 03:40";55;21;21
"Ju 03:45";55;21;21
"Ju 03:50";55;21;21
"Ju 03:55";55;21;21
"Ju 04:00";55;21;21
"Ju 04:05";55;21;21
"Ju 04:10";55;21;21
"Ju 04:15";55;21;21
"Ju 04:20";55;21;21
"Ju 04:25";55;21;21
"Ju 04:30";55;21;21
"Ju 04:35";55;21;21
"Ju 04:40";55;21;21
"Ju 04:45";55;21;21
"Ju 04:50";55;21;21
"Ju 04:55";55;21;21
"Ju 05:00";55;21;21
"Ju 05:05";55;21;21
"Ju 05:10";55;21;21
"Ju 05:15";55;21;21
"Ju 05:20";55;21;21
"Ju 05:25";55;21;21
"Ju 05:30";55;21;21
"Ju 05:35";55;41;41
"Ju 05:40";55;35,4;38
"Ju 05:45";55;34,4;39
"Ju 05:50";55;35,4;40
"Ju 05:55";55;36,8;41
"Ju 06:00";55;37,4;42
"Ju 06:05";55;38,6;44
"Ju 06:10";55;39,8;45
"Ju 06:15";55;40,8;46
"Ju 06:20";55;41,2;46
"Ju 06:25";55;42,2;47
"Ju 06:30";55;43;48
"Ju 06:35";55;43,6;48
"Ju 06:40";55;44,2;49
"Ju 06:45";55;45;50
"Ju 06:50";55;45,4;50
"Ju 06:55";55;46;51
"Ju 07:00";55;46,2;51
"Ju 07:05";55;47;52
"Ju 07:10";55;47;52
"Ju 07:15";55;48;53
"Ju 07:20";55;48;53
"Ju 07:25";55;48,6;53
"Ju 07:30";55;49;54
"Ju 07:35";55;49;55
"Ju 07:40";55;49,8;55
"Ju 07:45";55;50;55
"Ju 07:50";55;51;55
"Ju 07:55";55;51;55
"Ju 08:00";55;51;55
"Ju 08:05";55;51;55
"Ju 08:10";55;51;55
"Ju 08:15";55;51;55
"Ju 08:20";55;51;55
"Ju 08:25";55;51;55
"Ju 08:30";55;51;55
"Ju 08:35";55;51;55
"Ju 08:40";55;51;55
"Ju 08:45";55;51;55
"Ju 08:50";55;51;55
"Ju 08:55";55;51;55
"Ju 09:00";55;51;56
"Ju 09:05";55;51;56
"Ju 09:10";55;51;56
"Ju 09:15";55;52;56
"Ju 09:20";55;52;56
"Ju 09:25";55;52;55
"Ju 09:30";55;51,8;55
"Ju 09:35";55;51;55
"Ju 09:40";55;51;55
"Ju 09:45";55;51;55
"Ju 09:50";55;51;55
"Ju 09:55";55;50,4;55
"Ju 10:00";55;50;55
"Ju 10:05";55;48,2;52
"Ju 10:10";55;47;50
"Ju 10:15";55;46,6;49
"Ju 10:20";55;46;49
"Ju 10:25";55;45,2;48
"Ju 10:30";55;45;48
"Ju 10:35";55;44;47
"Ju 10:40";55;44;47
"Ju 10:45";55;43;46
"Ju 10:50";55;42,6;46
"Ju 10:55";55;42;45
"Ju 11:00";55;41,4;45
"Ju 11:05";55;41;44
"Ju 11:10";55;41;44
"Ju 11:15";55;40,4;43
"Ju 11:20";55;40;43
"Ju 11:25";55;39,6;42
"Ju 11:30";55;39;42
"Ju 11:35";55;39;41
"Ju 11:40";55;38;41
"Ju 11:45";55;38;41
"Ju 11:50";55;37,4;41
"Ju 11:55";55;37;40
"Ju 12:00";55;37;40
"Ju 12:05";55;37;39
"Ju 12:10";55;36,2;39
"Ju 12:15";55;36;39
"Ju 12:20";55;35,8;38
"Ju 12:25";55;35;38
"Ju 12:30";55;35;37
"Ju 12:35";55;35;37
"Ju 12:40";55;35;37
"Ju 12:45";55;34;37
"Ju 12:50";55;34;36
"Ju 12:55";55;34;36
"Ju 13:00";55;33,2;36
"Ju 13:05";55;33;35
"Ju 13:10";55;33;35
"Ju 13:15";55;33;35
"Ju 13:20";55;33;35
"Ju 13:25";55;32,4;35
"Ju 13:30";55;32;34
"Ju 13:35";55;32;34
"Ju 13:40";55;32;34
"Ju 13:45";55;31;33
"Ju 13:50";55;31;33
"Ju 13:55";55;31;33
"Ju 14:00";55;31;33
"Ju 14:05";55;31;33
"Ju 14:10";55;31;33
"Ju 14:15";55;30,8;32
"Ju 14:20";55;30;32
"Ju 14:25";55;30;32
"Ju 14:30";55;30;32
"Ju 14:35";55;30;31
"Ju 14:40";55;29,6;31
"Ju 14:45";55;29;31
"Ju 14:50";55;29;31
"Ju 14:55";55;29;31
"Ju 15:00";55;29;31
"Ju 15:05";55;29;31
"Ju 15:10";55;29;30
"Ju 15:15";55;29;30
"Ju 15:20";55;29;30
"Ju 15:25";55;28,4;30
"Ju 15:30";55;28;30
"Ju 15:35";55;28;29
"Ju 15:40";55;28;29
"Ju 15:45";55;28;29
"Ju 15:50";55;28;29
"Ju 15:55";55;28;29
"Ju 16:00";55;28;29
"Ju 16:05";55;28;29
"Ju 16:10";55;28;29
"Ju 16:15";55;27,6;28
"Ju 16:20";55;27;28
"Ju 16:25";55;27;28
"Ju 16:30";55;27;28
"Ju 16:35";55;27;28
"Ju 16:40";55;27;28
"Ju 16:45";55;27;28
"Ju 16:50";55;27;28
"Ju 16:55";55;26,4;28
"Ju 17:00";55;26;28
"Ju 17:05";55;26;27
"Ju 17:10";55;26;27
"Ju 17:15";55;26;27
"Ju 17:20";55;26;27
"Ju 17:25";55;26;27
"Ju 17:30";55;26;27
"Ju 17:35";55;26;27
"Ju 17:40";55;26;27
"Ju 17:45";55;26;26
"Ju 17:50";55;26;26
"Ju 17:55";55;26;26
"Ju 18:00";55;26;26
"Ju 18:05";55;25,6;26
"Ju 18:10";55;25;26
"Ju 18:15";55;25;26
"Ju 18:20";55;25;26
"Ju 18:25";55;25;26
"Ju 18:30";55;25;26
"Ju 18:35";55;25;26
"Ju 18:40";55;25;26
"Ju 18:45";55;25;26
"Ju 18:50";55;25;26
"Ju 18:55";55;25;25
"Ju 19:00";55;25;25
"Ju 19:05";55;25;25
"Ju 19:10";55;25;25
"Ju 19:15";55;25;25
"Ju 19:20";55;25;25
"Ju 19:25";55;25;25
"Ju 19:30";55;25;25
"Ju 19:35";55;25;25
"Ju 19:40";55;24;25
"Ju 19:45";55;24;25
"Ju 19:50";55;24;25
"Ju 19:55";55;24;25
"Ju 20:00";55;24;25
"Ju 20:05";55;24;25
"Ju 20:10";55;24;25
"Ju 20:15";55;24;25
"Ju 20:20";55;24;24
"Ju 20:25";55;24;24
"Ju 20:30";55;24;24
"Ju 20:35";55;24;24
"Ju 20:40";55;24;24
"Ju 20:45";55;24;24
"Ju 20:50";55;24;24
"Ju 20:55";55;24;24
"Ju 21:00";55;24;24
"Ju 21:05";55;24;24
"Ju 21:10";55;24;24
"Ju 21:15";55;24;24
"Ju 21:20";55;24;24
"Ju 21:25";55;23,8;24
"Ju 21:30";55;23;24
"Ju 21:35";55;23;24
"Ju 21:40";55;23;24
"Ju 21:45";55;23;24
"Ju 21:50";55;23;24
"Ju 21:55";55;23;24
"Ju 22:00";55;23;24
"Ju 22:05";55;23;23
"Ju 22:10";55;23;23
"Ju 22:15";55;23;23
"Ju 22:20";55;23;23
"Ju 22:25";55;23;23
"Ju 22:30";55;23;23
"Ju 22:35";55;23;23
"Ju 22:40";55;23;23
"Ju 22:45";55;23;23
"Ju 22:50";55;23;23
"Ju 22:55";55;23;23
"Ju 23:00";55;23;23
"Ju 23:05";55;22,8;23
"Ju 23:10";55;22;23
"Ju 23:15";55;22;23
"Ju 23:20";55;22;23
"Ju 23:25";55;22;23
"Ju 23:30";55;22;23
"Ju 23:35";55;22;23
"Ju 23:40";55;22;22
"Ju 23:45";55;22;22
"Ju 23:50";55;22;22
"Ju 23:55";55;22;22
"Vi 00:00";55;22;22
"Vi 00:05";55;22;22
"Vi 00:10";55;22;22
"Vi 00:15";55;22;22
"Vi 00:20";55;22;22
"Vi 00:25";55;22;22
"Vi 00:30";55;22;22
"Vi 00:35";55;22;22
"Vi 00:40";55;22;22
"Vi 00:45";55;22;22
"Vi 00:50";55;22;22
"Vi 00:55";55;22;22
"Vi 01:00";55;22;22
"Vi 01:05";55;22;22
"Vi 01:10";55;22;22
"Vi 01:15";55;22;22
"Vi 01:20";55;22;22
"Vi 01:25";55;22;22
"Vi 01:30";55;22;22
"Vi 01:35";55;22;22
"Vi 01:40";55;22;22
"Vi 01:45";55;22;22
"Vi 01:50";55;22;22
"Vi 01:55";55;22;22
"Vi 02:00";55;22;22
"Vi 02:05";55;22;22
"Vi 02:10";55;22;22
"Vi 02:15";55;22;22
"Vi 02:20";55;22;22
"Vi 02:25";55;22;22
"Vi 02:30";55;22;22
"Vi 02:35";55;21,6;22
"Vi 02:40";55;21;22
"Vi 02:45";55;21,2;22
"Vi 02:50";55;21;22
"Vi 02:55";55;21;21
"Vi 03:00";55;21;21
"Vi 03:05";55;21;21
"Vi 03:10";55;21;21
"Vi 03:15";55;21;21
"Vi 03:20";55;21;21
"Vi 03:25";55;21;21
"Vi 03:30";55;21;21
"Vi 03:35";55;21;21
"Vi 03:40";55;21;21
"Vi 03:45";55;21;21
"Vi 03:50";55;21;21
"Vi 03:55";55;21;21
"Vi 04:00";55;21;21
"Vi 04:05";55;21;21
"Vi 04:10";55;21;21
"Vi 04:15";55;21;21
"Vi 04:20";55;21;21
"Vi 04:25";55;21;21
"Vi 04:30";55;21;21
"Vi 04:35";55;21;21
"Vi 04:40";55;21;21
"Vi 04:45";55;21;21
"Vi 04:50";55;21;21
"Vi 04:55";55;21;21
"Vi 05:00";55;21;21
"Vi 05:05";55;21;21
"Vi 05:10";55;21;21
"Vi 05:15";55;21;21
"Vi 05:20";55;21;21
"Vi 05:25";55;21;21
"Vi 05:30";55;21;21
"Vi 05:35";55;41;41
"Vi 05:40";55;35;37
"Vi 05:45";55;34,2;38
"Vi 05:50";55;35;40
"Vi 05:55";55;36,2;41
"Vi 06:00";55;37;41
"Vi 06:05";55;37,8;42
"Vi 06:10";55;38,8;43
"Vi 06:15";55;39,6;44
"Vi 06:20";55;40,4;45
"Vi 06:25";55;41;45
"Vi 06:30";55;41,2;46
"Vi 06:35";55;42;46
"Vi 06:40";55;42,4;47
"Vi 06:45";55;43;47
"Vi 06:50";55;43,2;48
"Vi 06:55";55;44;48
"Vi 07:00";55;44;48
"Vi 07:05";55;44,6;49
"Vi 07:10";55;45;49
"Vi 07:15";55;45;49
"Vi 07:20";55;45,6;50
"Vi 07:25";55;46;51
"Vi 07:30";55;46;51
"Vi 07:35";55;46;51
"Vi 07:40";55;47;51
"Vi 07:45";55;47;51
"Vi 07:50";55;47;51
"Vi 07:55";55;47;52
"Vi 08:00";55;47;52
"Vi 08:05";55;47,6;52
"Vi 08:10";55;48;53
"Vi 08:15";55;48;53
"Vi 08:20";55;48,4;53
"Vi 08:25";55;49;53
"Vi 08:30";55;49;54
"Vi 08:35";55;49;55
"Vi 08:40";55;50;55
"Vi 08:45";55;50,2;55
"Vi 08:50";55;50;55
"Vi 08:55";55;50;55
"Vi 09:00";55;50;55
"Vi 09:05";55;50;55
"Vi 09:10";55;50;55
"Vi 09:15";55;50,2;55
"Vi 09:20";55;50,6;55
"Vi 09:25";55;51;55
"Vi 09:30";55;51;55
"Vi 09:35";55;51;55
"Vi 09:40";55;51;55
"Vi 09:45";55;51;55
"Vi 09:50";55;51;55
"Vi 09:55";55;51;55
"Vi 10:00";55;51;56
"Vi 10:05";55;49,4;52
"Vi 10:10";55;48,2;51
"Vi 10:15";55;47,8;50
"Vi 10:20";55;47;49
"Vi 10:25";55;46,2;49
"Vi 10:30";55;45,8;48
"Vi 10:35";55;45;48
"Vi 10:40";55;44,2;47
"Vi 10:45";55;44;47
"Vi 10:50";55;43;46
"Vi 10:55";55;42,8;46
"Vi 11:00";55;42;45
"Vi 11:05";55;41,4;45
"Vi 11:10";55;41;44
"Vi 11:15";55;41;44
"Vi 11:20";55;40,2;43
"Vi 11:25";55;40;43
"Vi 11:30";55;39,2;42
"Vi 11:35";55;39;42
"Vi 11:40";55;38,4;41
"Vi 11:45";55;38;41
"Vi 11:50";55;37,8;41
"Vi 11:55";55;37;41
"Vi 12:00";55;37;40
"Vi 12:05";55;37;40
"Vi 12:10";55;36,6;39
"Vi 12:15";55;36;39
"Vi 12:20";55;36;39
"Vi 12:25";55;35,2;38
"Vi 12:30";55;35;38
"Vi 12:35";55;35;37
"Vi 12:40";55;35;37
"Vi 12:45";55;35;37
"Vi 12:50";55;34;37
"Vi 12:55";55;34;37
"Vi 13:00";55;34;36
"Vi 13:05";55;33,2;36
"Vi 13:10";55;33;35
"Vi 13:15";55;33;35
"Vi 13:20";55;33;35
"Vi 13:25";55;33;35
"Vi 13:30";55;32,6;35
"Vi 13:35";55;32;34
"Vi 13:40";55;32;34
"Vi 13:45";55;32;34
"Vi 13:50";55;31,6;34
"Vi 13:55";55;31;33
"Vi 14:00";55;31;33
"Vi 14:05";55;31;33
"Vi 14:10";55;31;33
"Vi 14:15";55;31;33
"Vi 14:20";55;31;32
"Vi 14:25";55;30,2;32
"Vi 14:30";55;30;32
"Vi 14:35";55;30;32
"Vi 14:40";55;30;31
"Vi 14:45";55;30;31
"Vi 14:50";55;29,4;31
"Vi 14:55";55;29;31
"Vi 15:00";55;29;31
"Vi 15:05";55;29;31
"Vi 15:10";55;29;31
"Vi 15:15";55;29;30
"Vi 15:20";55;29;30
"Vi 15:25";55;29;30
"Vi 15:30";55;28,6;30
"Vi 15:35";55;28;30
"Vi 15:40";55;28;29
"Vi 15:45";55;28;29
"Vi 15:50";55;28;29
"Vi 15:55";55;28;29
"Vi 16:00";55;28;29
"Vi 16:05";55;28;29
"Vi 16:10";55;28;29
"Vi 16:15";55;28;29
"Vi 16:20";55;27,2;28
"Vi 16:25";55;27;28
"Vi 16:30";55;27;28
"Vi 16:35";55;27;28
"Vi 16:40";55;27;28
"Vi 16:45";55;27;28
"Vi 16:50";55;27;28
"Vi 16:55";55;26,8;28
"Vi 17:00";55;26;28
"Vi 17:05";55;26;28
"Vi 17:10";55;26;27
"Vi 17:15";55;26;27
"Vi 17:20";55;26;27
"Vi 17:25";55;26;27
"Vi 17:30";55;26;27
"Vi 17:35";55;26;27
"Vi 17:40";55;26;27
"Vi 17:45";55;26;26
"Vi 17:50";55;26;26
"Vi 17:55";55;26;26
"Vi 18:00";55;26;26
"Vi 18:05";55;25,6;26
"Vi 18:10";55;25;26
"Vi 18:15";55;25;26
"Vi 18:20";55;25;26
"Vi 18:25";55;25;26
"Vi 18:30";55;25;26
"Vi 18:35";55;25;26
"Vi 18:40";55;25;26
"Vi 18:45";55;25;26
"Vi 18:50";55;25;26
"Vi 18:55";55;25;25
"Vi 19:00";55;25;25
"Vi 19:05";55;25;25
"Vi 19:10";55;25;25
"Vi 19:15";55;25;25
"Vi 19:20";55;25;25
"Vi 19:25";55;25;25
"Vi 19:30";55;25;25
"Vi 19:35";55;24,4;25
"Vi 19:40";55;24;25
"Vi 19:45";55;24;25
"Vi 19:50";55;24;25
"Vi 19:55";55;24;25
"Vi 20:00";55;24;25
"Vi 20:05";55;24;25
"Vi 20:10";55;24;25
"Vi 20:15";55;24;25
"Vi 20:20";55;24;24
"Vi 20:25";55;24;24
"Vi 20:30";55;24;24
"Vi 20:35";55;24;24
"Vi 20:40";55;24;24
"Vi 20:45";55;24;24
"Vi 20:50";55;24;24
"Vi 20:55";55;24;24
"Vi 21:00";55;24;24
"Vi 21:05";55;24;24
"Vi 21:10";55;24;24
"Vi 21:15";55;24;24
"Vi 21:20";55;23,4;24
"Vi 21:25";55;23;24
"Vi 21:30";55;23;24
"Vi 21:35";55;23;24
"Vi 21:40";55;23;24
"Vi 21:45";55;23;24
"Vi 21:50";55;23;24
"Vi 21:55";55;23;24
"Vi 22:00";55;23;23
"Vi 22:05";55;23;23
"Vi 22:10";55;23;23
"Vi 22:15";55;23;23
"Vi 22:20";55;23;23
"Vi 22:25";55;23;23
"Vi 22:30";55;23;23
"Vi 22:35";55;23;23
"Vi 22:40";55;23;23
"Vi 22:45";55;23;23
"Vi 22:50";55;23;23
"Vi 22:55";55;23;23
"Vi 23:00";55;22,4;23
"Vi 23:05";55;22;23
"Vi 23:10";55;22;23
"Vi 23:15";55;22;23
"Vi 23:20";55;22;23
"Vi 23:25";55;22;23
"Vi 23:30";55;22;23
"Vi 23:35";55;22;22
"Vi 23:40";55;22;22
"Vi 23:45";55;22;22
"Vi 23:50";55;22;22
"Vi 23:55";55;22;22
"Sá 00:00";55;22;22
"Sá 00:05";55;22;22
"Sá 00:10";55;22;22
"Sá 00:15";55;22;22
"Sá 00:20";55;22;22
"Sá 00:25";55;22;22
"Sá 00:30";55;22;22
"Sá 00:35";55;22;22
"Sá 00:40";55;22;22
"Sá 00:45";55;22;22
"Sá 00:50";55;22;22
"Sá 00:55";55;22;22
"Sá 01:00";55;22;22
"Sá 01:05";55;22;22
"Sá 01:10";55;22;22
"Sá 01:15";55;22;22
"Sá 01:20";55;22;22
"Sá 01:25";55;22;22
"Sá 01:30";55;22;22
"Sá 01:35";55;22;22
"Sá 01:40";55;22;22
"Sá 01:45";55;22;22
"Sá 01:50";55;22;22
"Sá 01:55";55;22;22
"Sá 02:00";55;22;22
"Sá 02:05";55;22;22
"Sá 02:10";55;22;22
"Sá 02:15";55;22;22
"Sá 02:20";55;22;22
"Sá 02:25";55;21,8;22
"Sá 02:30";55;21,6;22
"Sá 02:35";55;21,2;22
"Sá 02:40";55;21;22
"Sá 02:45";55;21;22
"Sá 02:50";55;21;21
"Sá 02:55";55;21;21
"Sá 03:00";55;21;21
"Sá 03:05";55;21;21
"Sá 03:10";55;21;21
"Sá 03:15";55;21;21
"Sá 03:20";55;21;21
"Sá 03:25";55;21;21
"Sá 03:30";55;21;21
"Sá 03:35";55;21;21
"Sá 03:40";55;21;21
"Sá 03:45";55;21;21
"Sá 03:50";55;21;21
"Sá 03:55";55;21;21
"Sá 04:00";55;21;21
"Sá 04:05";55;21;21
"Sá 04:10";55;21;21
"Sá 04:15";55;21;21
"Sá 04:20";55;21;21
"Sá 04:25";55;21;21
"Sá 04:30";55;21;21
"Sá 04:35";55;21;21
"Sá 04:40";55;21;21
"Sá 04:45";55;21;21
"Sá 04:50";55;21;21
"Sá 04:55";55;21;21
"Sá 05:00";55;21;21
"Sá 05:05";55;21;21
"Sá 05:10";55;21;21
"Sá 05:15";55;21;21
"Sá 05:20";55;21;21
"Sá 05:25";55;21;21
"Sá 05:30";55;21;21
"Sá 05:35";55;21;21
"Sá 05:40";55;21;21
"Sá 05:45";55;21;21
"Sá 05:50";55;21;21
"Sá 05:55";55;21;21
"Sá 06:00";55;21;21
"Sá 06:05";55;21;21
"Sá 06:10";55;21;21
"Sá 06:15";55;21;21
"Sá 06:20";55;21;21
"Sá 06:25";55;21;21
"Sá 06:30";55;21;21
"Sá 06:35";55;21;21
"Sá 06:40";55;21;21
"Sá 06:45";55;21;21
"Sá 06:50";55;21;21
"Sá 06:55";55;21;21
"Sá 07:00";55;21;21
"Sá 07:05";55;21;21
"Sá 07:10";55;21;21
"Sá 07:15";55;21;21
"Sá 07:20";55;21;21
"Sá 07:25";55;21;21
"Sá 07:30";55;21;21
"Sá 07:35";55;21;21
"Sá 07:40";55;21;20
"Sá 07:45";55;21;20
"Sá 07:50";55;21;20
"Sá 07:55";55;21;20
"Sá 08:00";55;21;20
"Sá 08:05";55;21;20
"Sá 08:10";55;20,8;20
"Sá 08:15";55;20,8;20
"Sá 08:20";55;20,4;20
"Sá 08:25";55;20;20
"Sá 08:30";55;20,4;20
"Sá 08:35";55;20,2;20
"Sá 08:40";55;20;20
"Sá 08:45";55;20;20
"Sá 08:50";55;20;20
"Sá 08:55";55;20;20
"Sá 09:00";55;20;20
"Sá 09:05";55;20;20
"Sá 09:10";55;20;20
"Sá 09:15";55;20;20
"Sá 09:20";55;20;20
"Sá 09:25";55;20;20
"Sá 09:30";55;20;20
"Sá 09:35";55;20;20
"Sá 09:40";55;20;20
"Sá 09:45";55;20;20
"Sá 09:50";55;20;20
"Sá 09:55";55;20;20
"Sá 10:00";55;20;20
"Sá 10:05";55;20;20
"Sá 10:10";55;20;20
"Sá 10:15";55;20;20
"Sá 10:20";55;20;20
"Sá 10:25";55;20;20
"Sá 10:30";55;20;20
"Sá 10:35";55;20;20
"Sá 10:40";55;20;20
"Sá 10:45";55;20;20
"Sá 10:50";55;20;20
"Sá 10:55";55;20;20
"Sá 11:00";55;20;20
"Sá 11:05";55;20;20
"Sá 11:10";55;20;20
"Sá 11:15";55;20;20
"Sá 11:20";55;20;20
"Sá 11:25";55;20;20
"Sá 11:30";55;20;20
"Sá 11:35";55;20;20
"Sá 11:40";55;20;20
"Sá 11:45";55;20;20
"Sá 11:50";55;20;20
"Sá 11:55";55;20;20
"Sá 12:00";55;20;20
"Sá 12:05";55;20;20
"Sá 12:10";55;20;20
"Sá 12:15";55;20;20
"Sá 12:20";55;20;20
"Sá 12:25";55;20;20
"Sá 12:30";55;20;20
"Sá 12:35";55;20;20
"Sá 12:40";55;20;20
"Sá 12:45";55;20;20
"Sá 12:50";55;20;20
"Sá 12:55";55;20;20
"Sá 13:00";55;20;20
"Sá 13:05";55;20;20
"Sá 13:10";55;20;20
"Sá 13:15";55;20;20
"Sá 13:20";55;20;20
"Sá 13:25";55;20;20
"Sá 13:30";55;20;20
"Sá 13:35";55;20;20
"Sá 13:40";55;20;20
"Sá 13:45";55;20;20
"Sá 13:50";55;20;20
"Sá 13:55";55;20;20
"Sá 14:00";55;20;20
"Sá 14:05";55;20;20
"Sá 14:10";55;20;20
"Sá 14:15";55;20;20
"Sá 14:20";55;20;20
"Sá 14:25";55;20;20
"Sá 14:30";55;20;20
"Sá 14:35";55;20;20
"Sá 14:40";55;20;20
"Sá 14:45";55;20;20
"Sá 14:50";55;20;20
"Sá 14:55";55;20;20
"Sá 15:00";55;20;20
"Sá 15:05";55;20;20
"Sá 15:10";55;20;20
"Sá 15:15";55;20;20
"Sá 15:20";55;20;20
"Sá 15:25";55;20;20
"Sá 15:30";55;20;20
"Sá 15:35";55;20;20
"Sá 15:40";55;20;20
"Sá 15:45";55;20;20
"Sá 15:50";55;20;20
"Sá 15:55";55;20;20
"Sá 16:00";55;20;20
"Sá 16:05";55;20;20
"Sá 16:10";55;20;20
"Sá 16:15";55;20;20
"Sá 16:20";55;20;20
"Sá 16:25";55;20;20
"Sá 16:30";55;20;20
"Sá 16:35";55;20;20
"Sá 16:40";55;20;20
"Sá 16:45";55;20,2;20
"Sá 16:50";55;20;20
"Sá 16:55";55;20;20
"Sá 17:00";55;20;20
"Sá 17:05";55;20;20
"Sá 17:10";55;20;20
"Sá 17:15";55;20;20
"Sá 17:20";55;20;20
"Sá 17:25";55;20;20
"Sá 17:30";55;20;20
"Sá 17:35";55;20;20
"Sá 17:40";55;20;20
"Sá 17:45";55;20;20
"Sá 17:50";55;20;20
"Sá 17:55";55;20;20
"Sá 18:00";55;20;20
"Sá 18:05";55;20;20
"Sá 18:10";55;20;20
"Sá 18:15";55;20;20
"Sá 18:20";55;20;20
"Sá 18:25";55;20;20
"Sá 18:30";55;20;20
"Sá 18:35";55;20;20
"Sá 18:40";55;20;20
"Sá 18:45";55;20;20
"Sá 18:50";55;20;20
"Sá 18:55";55;20;20
"Sá 19:00";55;20;20
"Sá 19:05";55;20;20
"Sá 19:10";55;20;20
"Sá 19:15";55;20;20
"Sá 19:20";55;20;20
"Sá 19:25";55;20;20
"Sá 19:30";55;20;20
"Sá 19:35";55;20;20
"Sá 19:40";55;20;20
"Sá 19:45";55;20;20
"Sá 19:50";55;20;20
"Sá 19:55";55;20;20
"Sá 20:00";55;20;20
"Sá 20:05";55;20;20
"Sá 20:10";55;20;20
"Sá 20:15";55;20;20
"Sá 20:20";55;20;20
"Sá 20:25";55;20;20
"Sá 20:30";55;20;20
"Sá 20:35";55;20;20
"Sá 20:40";55;20;20
"Sá 20:45";55;20;20
"Sá 20:50";55;20;20
"Sá 20:55";55;20;20
"Sá 21:00";55;20;20
"Sá 21:05";55;20;20
"Sá 21:10";55;20;20
"Sá 21:15";55;20;20
"Sá 21:20";55;20;20
"Sá 21:25";55;20;20
"Sá 21:30";55;20;20
"Sá 21:35";55;20;20
"Sá 21:40";55;20;20
"Sá 21:45";55;20;20
"Sá 21:50";55;20;20
"Sá 21:55";55;20;20
"Sá 22:00";55;20;20
"Sá 22:05";55;20;20
"Sá 22:10";55;20;20
"Sá 22:15";55;20;20
"Sá 22:20";55;20;20
"Sá 22:25";55;20;20
"Sá 22:30";55;20;20
"Sá 22:35";55;20;20
"Sá 22:40";55;20;20
"Sá 22:45";55;20;20
"Sá 22:50";55;20;20
"Sá 22:55";55;20;20
"Sá 23:00";55;20;20
"Sá 23:05";55;20;20
"Sá 23:10";55;20;20
"Sá 23:15";55;20;20
"Sá 23:20";55;20;20
"Sá 23:25";55;20;20
"Sá 23:30";55;20;20
"Sá 23:35";55;20;20
"Sá 23:40";55;20;20
"Sá 23:45";55;20;20
"Sá 23:50";55;20;20
"Sá 23:55";55;20;20
"Do 00:00";55;20;20
"Do 00:05";55;20;20
"Do 00:10";55;20;20
"Do 00:15";55;20;20
"Do 00:20";55;20;20
"Do 00:25";55;20;20
"Do 00:30";55;20;20
"Do 00:35";55;20;20
"Do 00:40";55;20;20
"Do 00:45";55;20;20
"Do 00:50";55;20;20
"Do 00:55";55;20;20
"Do 01:00";55;20;20
"Do 01:05";55;20;20
"Do 01:10";55;20;20
"Do 01:15";55;20;20
"Do 01:20";55;20;20
"Do 01:25";55;20;20
"Do 01:30";55;20;20
"Do 01:35";55;20;20
"Do 01:40";55;20;20
"Do 01:45";55;20;20
"Do 01:50";55;20;20
"Do 01:55";55;20;20
"Do 02:00";55;20;20
"Do 02:05";55;20;20
"Do 02:10";55;20;20
"Do 02:15";55;20;20
"Do 02:20";55;20;20
"Do 02:25";55;20;20
"Do 02:30";55;20;20
"Do 02:35";55;20;20
"Do 02:40";55;20;20
"Do 02:45";55;20;20
"Do 02:50";55;20;20
"Do 02:55";55;20;20
"Do 03:00";55;20;20
"Do 03:05";55;20;20
"Do 03:10";55;20;20
"Do 03:15";55;20;20
"Do 03:20";55;20;20
"Do 03:25";55;20;20
"Do 03:30";55;20;20
"Do 03:35";55;20;20
"Do 03:40";55;20;20
"Do 03:45";55;20;20
"Do 03:50";55;20;20
"Do 03:55";55;20;20
"Do 04:00";55;20;20
"Do 04:05";55;20;20
"Do 04:10";55;20;20
"Do 04:15";55;20;20
"Do 04:20";55;20;20
"Do 04:25";55;20;20
"Do 04:30";55;20;20
"Do 04:35";55;20;20
"Do 04:40";55;20;20
"Do 04:45";55;20;20
"Do 04:50";55;20;20
"Do 04:55";55;20;20
"Do 05:00";55;20;20
"Do 05:05";55;20;20
"Do 05:10";55;20;20
"Do 05:15";55;20;20
"Do 05:20";55;20;20
"Do 05:25";55;20;20
"Do 05:30";55;20;20
"Do 05:35";55;20;20
"Do 05:40";55;20;20
"Do 05:45";55;20;20
"Do 05:50";55;20;20
"Do 05:55";55;20;20
"Do 06:00";55;20;20
"Do 06:05";55;20;20
"Do 06:10";55;20;20
"Do 06:15";55;20;20
"Do 06:20";55;20;20
"Do 06:25";55;20;20
"Do 06:30";55;20;20
"Do 06:35";55;20;20
"Do 06:40";55;20;20
"Do 06:45";55;20;20
"Do 06:50";55;20;20
"Do 06:55";55;20;20
"Do 07:00";55;20;20
"Do 07:05";55;20;20
"Do 07:10";55;20;20
"Do 07:15";55;20;20
"Do 07:20";55;20;20
"Do 07:25";55;20;20
"Do 07:30";55;20;20
"Do 07:35";55;20;20
"Do 07:40";55;20;20
"Do 07:45";55;20;20
"Do 07:50";55;20;20
"Do 07:55";55;20;20
